Start,End,Open,High,Low,Close,Volume,Market Cap
2024-08-01,2024-09-01,0.17828853454242824,0.1875640214554209,0.11033568911498162,0.14888687626979277,18674053.873014178,288493563.11460644
2024-07-01,2024-08-01,0.21491921169514985,0.22012190911045745,0.1568474994699367,0.17819242735072652,20812561.763423096,366790913.3559116
2024-06-01,2024-07-01,0.3263551204924562,0.3604610264002663,0.19844683480302494,0.2153813913756475,22440751.495110713,486551747.4194673
2024-05-01,2024-06-01,0.2881217676036751,0.36933108413691756,0.2556627382722785,0.3262280188066118,24948954.250108883,569565803.1620209
2024-04-01,2024-05-01,0.48723493230815823,0.5131873838579604,0.24151228218437765,0.2893194624452568,48941877.5556364,659440563.9006467
2024-03-01,2024-04-01,0.5223889577566004,0.6463876599180437,0.3974171077862872,0.4867112321320345,79542208.69145012,933902724.3659974
2024-02-01,2024-03-01,0.34682814358686453,0.5700276936152353,0.33170508010706085,0.5225693172892228,54575560.86062717,753845115.3678282
2024-01-01,2024-02-01,0.3979619103984443,0.4732730593567616,0.3263313757481413,0.34513737370210906,72694502.42519599,716893574.171603
2023-12-01,2024-01-01,0.21454957439207453,0.5228845234863017,0.21328852279282273,0.39610655440952924,136766470.55539143,616563362.0139048
2023-11-01,2023-12-01,0.21323288163295975,0.29566174372176746,0.20585769191976955,0.2146238582208452,45274901.924019255,416452977.1386297
2023-10-01,2023-11-01,0.17298834966357288,0.23288506750087948,0.1638472479382175,0.21385173961102155,27093992.846046176,325338846.0159816
2023-09-01,2023-10-01,0.1680222288560695,0.17735269605759363,0.14551443352150212,0.17307695838164963,20073216.6554543,288664838.41199404
2023-08-01,2023-09-01,0.20017576491323957,0.20582290448398619,0.14713550738904208,0.16728809409599005,31681447.51951136,313240933.9203765
2023-07-01,2023-08-01,0.23617413897815248,0.2653611166415411,0.19500405213835795,0.20034549015101677,41996343.81114468,381980230.12741226
2023-06-01,2023-07-01,0.22153525762232584,0.248547196935911,0.15303527503266426,0.23069770995631983,43181622.16173794,348020179.3153573
2023-05-01,2023-06-01,0.2614437766364057,0.31736618145601164,0.20506557007834875,0.22261108580367614,87799352.70417781,403178443.65639913
2023-04-01,2023-05-01,0.21478212025291307,0.3459336215188988,0.20089978029907624,0.2628122764379982,132967488.42190959,427969765.17415386
