Start,End,Open,High,Low,Close,Volume,Market Cap
2024-08-01,2024-09-01,0.06953370578415957,0.07474568537250056,0.05113261974744516,0.06453974959751908,5648602.568361898,65358725.17228084
2024-07-01,2024-08-01,0.06647644130733488,0.10447765255873578,0.05219892492758142,0.06939397756383767,5141960.625028236,67241483.22902398
2024-06-01,2024-07-01,0.09752690625427134,0.09903425139484195,0.059602338362389616,0.06654061268543493,7117097.729122175,77639722.13959762
2024-05-01,2024-06-01,0.10333469002191062,0.10732833895035761,0.09399092862654289,0.09754171734312132,7287924.629899826,101934563.8175087
2024-04-01,2024-05-01,0.13858621664250917,0.1480297679848511,0.09135949317702954,0.10290826300388799,6513179.4336336255,113457657.03850175
2024-03-01,2024-04-01,0.10372291009110277,0.1525151317867863,0.09907507900869536,0.13887015207692244,5656298.105540297,122365484.30285951
2024-02-01,2024-03-01,0.08481739660928915,0.10891141790951647,0.08052179158034034,0.10420830926729538,2161896.3187851333,89973482.18211381
2024-01-01,2024-02-01,0.09892988029545705,0.10751030968074413,0.07897103012806386,0.08476819443881205,1984132.9210583626,90632474.3815331
2023-12-01,2024-01-01,0.0969217347324006,0.11154207951697855,0.0919507533939411,0.09905767818243612,1696130.33265645,100336843.90629667
2023-11-01,2023-12-01,0.08746014528851409,0.1794358851373884,0.08428579640104172,0.09685402323485205,3712822.8290958414,100191591.03690054
2023-10-01,2023-11-01,0.06848004244505188,0.13723676459281864,0.062311049309092675,0.08783027573310326,4646050.426195721,76081318.04299048
2023-09-01,2023-10-01,0.06070678041501214,0.07303108449679395,0.05855770572326706,0.06858028351909556,459299.3089350147,63815460.77346965
2023-08-01,2023-09-01,0.07866441730351399,0.09231716012365906,0.0587370953623726,0.060693065409759994,566225.463908934,68674803.32143961
2023-07-01,2023-08-01,0.06903255701756492,0.08227048686310098,0.06515568195231287,0.0788496013792021,837686.8199369696,72096115.64444211
2023-06-01,2023-07-01,0.07675455101718649,0.09021851265697134,0.058569641013321225,0.06851868568801656,972187.6233616895,68370107.96038464
2023-05-01,2023-06-01,0.09299367745539892,0.10338937183224975,0.07375028828824225,0.07674098995576259,952425.422708875,81952345.8162386
2023-04-01,2023-05-01,0.09539517670894605,0.13825885255579645,0.08972329021685918,0.09312737975067951,3112310.1746037244,96435904.61362149
2023-03-01,2023-04-01,0.10451155715301876,0.10781698310871778,0.07592104602053337,0.09539517670894605,1991192.4213428872,92982640.00569397
2023-02-01,2023-03-01,0.08505691274402243,0.11676509846193589,0.08289489965517971,0.10439807932337024,2023262.9858343462,99170193.79901244
2023-01-01,2023-02-01,0.07218100857383586,0.10170544039077209,0.07149177044337664,0.08507356144992788,2016702.993534417,80275624.73196994
2022-12-01,2023-01-01,0.07903768476987133,0.14074807522250898,0.06644193893725563,0.07218100857383586,2657255.4081748105,75628942.48465644
2022-11-01,2022-12-01,0.1000036407226922,0.12459340670646998,0.06067321371442805,0.07903768476987133,2171696.8878345843,81866018.18096122
2022-10-01,2022-11-01,0.09732691225167335,0.10353303149559681,0.0937414227481152,0.09995260330082312,2739807.292643704,98565044.74144489
